Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
First Division;Vallecano;Pathé Ciss;DM;;DM, M (C);32;"6'0""";£25.5K - £43.5K p/w;Not for Sale;Reasonable;Very Strong;6.89;1;1140;1;1140;0.1;0.76;0.76;0.24;0.1;11%;0.0844444444444444;0.7;0.2;0.2;33%;1;0;0;1;0.1;1.81;0.1;88%;60.8;0.2;0.9;8.1;0.1;0.1;100;0.1;0.1;100;0.2;6;0;6.2;13.2;1.0;2.5;5.5;87;15;0;0.5;0.7;0.3;12;4;0;11.8;12.6;No recurring injuries;Low;3.6;47;0.3;0;0;0;0;0;0;0;0;0;0;1.2;1.1
Bundesliga;FC Augsburg;Kristijan Jakić;DM;D (RC);D (RC), DM, M (C);29;"5'11""";£31.5K - £46K p/w;£11M - £14.5M;Weak;Very Strong;7.09;0;1146;1;1146;0.1;1.33;1.33;-0.33;0.1;13%;0.16625;0.6;0.2;0.1;25%;0;0;0;0;0.0;1.61;0.1;93%;58.4;0.0;0.5;4.2;0.4;0.2;40;0.4;0.2;40;0.1;11;0;7.2;10.7;0.9;3.2;6.5;80;15;0;0.4;0.6;0.2;9;3;0;11.9;12.3;No recurring injuries;Above Average;2.8;64;0.2;0;0;0;0;0;0;0;0;0;0;0.9;0.7
Premier League;Benfica;Richard Ríos;M (C);DM;DM, M (C);26;"6'1""";£31K - £52K p/w;£12M - £16M;Fairly Strong;Very Strong;6.61;0;1152;1;1152;0.1;3.07;3.07;-2.07;0.2;3%;0.0959375;2.5;0.9;1.2;34%;0;0;0;3;0.2;2.24;0.2;89%;13.8;0.2;0.3;1.4;0.2;0.0;0;0.1;0.0;0;0.6;6;0;11.2;10.5;0.5;0.9;2.1;78;9;1;0.4;0.2;0.4;5;2;0;3.9;6.7;No recurring injuries;Average;1.5;58;0.2;0;0;0;0;0;0;0;0;0;0;1.5;1.0
Bundesliga;SV Werder Bremen;Marco Grüll;AM (L);AM (RC), ST (C);AM (RLC), ST (C);28;"6'0""";£30.5K - £48K p/w;£6.6M - £8.6M;Reasonable;Very Strong;6.94;1;1153;1;1153;0.1;3.84;3.84;-2.84;0.3;4%;0.16695652173913;1.8;0.8;0.5;43%;0;0;0;2;0.2;2.26;0.2;89%;54.6;0.2;1.5;4.0;6.2;1.5;23;3.9;0.9;22;1.9;18;10;17.0;4.8;2.2;2.0;11.1;80;35;0;0.2;0.2;0.0;26;0;0;12.1;18.4;No recurring injuries;Below Average;3.4;35;0.0;0;0;0;0;0;0;0;0;0;0;0.7;0.9
Bundesliga;FC Bayern München;Aleksandar Pavlović;DM;;DM, M (C);22;"6'2""";£145K - £185K p/w;£96M - £150M;Fairly Strong;Very Strong;7.08;2;1224;1;1224;0.1;0.94;0.94;0.06;0.1;6%;0.0552941176470588;1.2;0.5;0.8;41%;0;0;0;1;0.1;1.79;0.1;91%;64.7;0.3;1.1;8.0;0.3;0.0;0;0.3;0.0;0;0.1;6;1;6.8;12.2;1.5;2.9;6.0;83;24;1;0.5;0.9;0.3;4;0;0;11.9;16.4;No recurring injuries;High;1.6;50;0.1;0;0;0;0;0;0;0;0;0;0;1.8;1.1
Ligue 1 McDonald's;Olympique de Marseille;Timothy Weah;M (R);AM (L);D/WB/M (R), AM (RL);26;"6'0""";£36.5K - £42.5K p/w;£19.5M - £29M;Reasonable;Very Strong;6.81;0;1226;1;1226;0.1;1.45;1.45;-0.45;0.1;7%;0.0966666666666667;1.1;0.8;0.4;73%;0;0;0;1;0.1;1.85;0.1;89%;54.5;0.1;1.0;4.9;4.3;0.8;18;4.3;0.8;19;4.1;22;2;17.7;8.7;2.1;3.5;11.5;85;33;1;0.5;0.7;0.1;13;2;1;12.6;22.4;No recurring injuries;Average;3.2;51;0.1;0;0;1;0;0;0;0;0;0;0;1.1;1.2
Bundesliga;Borussia Dortmund;Marcel Sabitzer;M (C);AM (C);DM, M/AM (C);32;"5'10""";£115K - £170K p/w;£2.6M - £5.4M;Fairly Strong;Very Strong;6.86;0;1254;1;1254;0.1;0.61;0.61;0.39;0.0;8%;0.0508333333333333;0.9;0.4;0.7;42%;1;0;0;2;0.1;1.07;0.1;92%;71.3;0.1;0.7;8.0;1.2;0.2;17;0.3;0.1;25;0.1;6;0;8.5;8.1;1.9;2.3;7.5;82;33;0;0.3;0.5;0.2;18;1;1;12.4;17.2;No recurring injuries;Above Average;1.1;27;0.0;0;0;0;0;0;0;0;0;0;0;1.7;1.1
First Division;A. Madrid;Johnny Cardoso;M (C);AM (C);DM, M/AM (C);25;"6'1""";£50K - £81K p/w;£85M - £106M;Reasonable;Very Strong;6.93;0;1284;1;1284;0.1;0.54;0.54;0.46;0.0;9%;0.0490909090909091;0.8;0.2;0.4;27%;1;0;0;1;0.1;2.34;0.2;93%;66.1;0.1;0.8;6.9;0.2;0.0;0;0.2;0.0;0;0.2;7;0;5.9;12.3;0.5;2.6;6.5;58;12;0;0.3;0.7;0.3;6;0;0;12.3;14.1;No recurring injuries;Average;2.2;59;0.4;0;0;0;0;0;0;0;0;0;0;2.2;0.8
Bundesliga;RB Leipzig;Willi Orbán;D (C);;D (C);34;"6'1""";£56K - £86K p/w;Not for Sale;Fairly Strong;Very Strong;7.13;1;1346;1;1346;0.1;0.4;0.4;0.6;0.0;14%;0.0571428571428571;0.5;0.1;0.2;29%;0;0;0;2;0.1;1.02;0.1;94%;53.6;0.3;0.3;2.5;0.1;0.0;0;0.1;0.0;0;0.0;0;0;3.1;14.2;0.3;2.3;1.9;57;7;1;1.1;1.0;0.9;12;6;0;10.1;5.8;No recurring injuries;Average;7.0;80;1.2;0;0;0;0;0;0;0;0;0;0;1.5;1.1
Serie BKT;Cremonese;Jamie Vardy;ST (C);;ST (C);39;"5'10""";£29.5K - £34K p/w;£120K - £1.2M;Reasonable;Very Strong;5.75;0;1350;1;1350;0.1;4.46;4.46;-3.46;0.3;2%;0.0929166666666667;3.2;1.7;0.0;52%;0;0;0;2;0.1;1.29;0.1;56%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;15;0;0.0;0.0;0.7;0.0;0.0;63;16;0;0.0;0.0;0.0;28;2;1;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Ligue 1 McDonald's;OL;Moussa Niakhaté;D (C);;D (C);30;"6'3""";£56K - £76K p/w;£8.4M - £13M;Very Strong;Reasonable;7.09;1;1350;1;1350;0.1;0.53;0.53;0.47;0.0;17%;0.0883333333333333;0.4;0.1;0.1;33%;0;0;0;0;0.0;0.81;0.1;93%;54.5;0.3;0.3;2.0;0.1;0.1;100;0.1;0.1;100;0.0;0;0;2.9;18.1;0.7;3.2;2.6;83;12;4;0.8;1.1;1.1;8;5;0;9.8;4.9;No recurring injuries;Low;4.5;79;0.7;0;0;0;0;0;0;0;0;0;0;1.1;1.0
Premier League;Brighton;Pascal Groß;DM;AM (C);DM, M/AM (C);35;"5'11""";£115K - £130K p/w;£500K - £5M;Reasonable;Very Strong;6.78;0;1370;1;1370;0.1;1.72;1.72;-0.72;0.1;5%;0.086;1.3;0.7;0.9;55%;0;0;0;4;0.3;3.72;0.2;88%;68.2;0.8;1.7;6.0;7.6;1.3;17;0.5;0.2;43;0.2;2;3;11.6;6.4;1.6;2.9;5.7;64;39;2;0.7;0.7;0.6;4;0;0;13.2;25.2;No recurring injuries;Below Average;0.9;38;0.0;0;0;0;0;0;0;0;0;0;0;1.4;2.8
Bundesliga;Eintracht Frankfurt;Arthur Theate;D (C);;D (LC);26;"6'1""";£55K - £87K p/w;£42M;Very Strong;Reasonable;7.20;1;1391;1;1391;0.1;1.18;1.18;-0.18;0.1;20%;0.236;0.3;0.1;0.1;20%;0;0;0;0;0.0;1.49;0.1;94%;54.7;0.2;0.3;3.8;0.2;0.0;0;0.2;0.0;0;0.0;3;0;3.0;15.9;1.1;2.3;3.6;100;17;4;0.3;0.9;0.6;20;5;1;10.1;4.3;No recurring injuries;Average;4.5;76;1.0;0;0;0;0;0;0;0;0;0;0;1.1;1.0
Premier League;Spurs;Pedro Porro;WB (R);M (R);D/WB/M (R);27;"5'9""";£130K - £150K p/w;£39M - £46M;Weak;Very Strong;7.27;3;1411;1;1411;0.1;0.88;0.88;0.12;0.1;5%;0.044;1.3;0.7;1.0;55%;0;0;0;6;0.4;6.79;0.4;90%;59.8;1.1;3.1;6.3;11.7;2.3;19;9.8;1.9;20;3.8;17;3;16.6;9.7;2.4;4.3;8.5;80;46;0;0.6;1.0;0.3;39;7;1;13.6;31.4;No recurring injuries;Below Average;3.1;29;0.0;0;0;1;0;0;0;0;0;0;0;1.5;0.6
First Division;Valencia;Mouctar Diakhaby;D (C);DM;D (C), DM;29;"6'2""";£52K - £80K p/w;£15.5M - £20M;Weak;Very Strong;6.85;1;1440;1;1440;0.1;0.37;0.37;0.63;0.0;25%;0.0925;0.2;0.1;0.1;50%;0;0;0;0;0.0;0.62;0.0;93%;52.2;0.2;0.1;1.9;0.0;0.0;0;0.0;0.0;0;0.0;2;0;2.7;13.7;0.4;3.2;2.4;100;7;1;0.8;0.6;1.1;5;2;0;10.1;4.8;No recurring injuries;High;5.2;70;0.8;0;0;0;0;0;0;0;0;0;0;1.0;1.3
Ligue 1 McDonald's;Olympique de Marseille;Pierre-Emile Højbjerg;DM;WB (R);WB (R), DM, M (C);31;"6'1""";£39.5K - £45.5K p/w;Not for Sale;Reasonable;Very Strong;6.89;0;1452;1;1452;0.1;1.41;0.64;-0.41;0.1;6%;0.088125;1.0;0.4;0.6;44%;0;1;100;0;0.0;1.58;0.1;91%;68.7;0.2;0.7;7.1;2.9;1.1;36;1.4;0.5;36;0.7;6;2;10.2;10.5;1.2;3.3;7.7;77;26;4;0.6;1.1;0.4;19;5;0;11.9;16.9;No recurring injuries;Below Average;2.0;63;0.0;0;0;0;0;0;0;0;0;0;0;1.1;1.1
Bundesliga;Bayer 04 Leverkusen;Edmond Tapsoba;D (C);;D (C);27;"6'4""";£82K - £120K p/w;£29M;Reasonable;Very Strong;7.05;0;1488;1;1488;0.1;1.19;0.42;-0.19;0.1;33%;0.396666666666667;0.2;0.1;0.0;67%;0;1;100;3;0.2;0.74;0.0;93%;58.3;0.1;0.2;2.8;0.1;0.0;0;0.1;0.0;0;0.0;5;1;2.8;19.0;0.5;2.3;3.1;73;11;1;0.3;0.8;0.7;11;3;0;10.0;3.5;No recurring injuries;Below Average;5.6;77;1.1;0;0;0;0;0;0;0;0;0;0;1.6;0.9
First Division;A. Bilbao;Yuri;D (L);;D/WB (L);36;"5'11""";£37K - £58K p/w;£120K - £1.2M;Very Strong;Reasonable;6.88;0;1494;1;1494;0.1;0.07;0.07;0.93;0.0;25%;0.0175;0.2;0.1;0.2;50%;1;0;0;0;0.0;0.86;0.1;89%;65.0;0.1;1.1;10.2;3.9;0.8;21;2.1;0.6;29;0.9;11;1;15.7;11.9;1.7;3.4;6.7;76;38;0;0.7;0.8;0.5;25;5;0;11.8;16.3;No recurring injuries;Below Average;4.5;76;0.5;0;0;0;0;0;0;0;0;0;0;1.7;1.3
Serie A;AS Roma;Gianluca Mancini;D (C);;D (C);30;"6'3""";£100K - £120K p/w;£32M - £46M;Reasonable;Very Strong;6.77;1;1502;1;1502;0.1;0.34;0.34;0.66;0.0;11%;0.0377777777777778;0.5;0.2;0.2;33%;0;0;0;0;0.0;0.29;0.0;92%;52.5;0.1;0.3;3.1;0.1;0.0;0;0.1;0.0;0;0.0;2;0;3.2;14.6;0.1;3.1;2.4;33;6;1;0.8;1.0;0.4;17;8;2;10.4;5.3;No recurring injuries;Low;5.1;72;1.0;0;0;0;0;0;0;0;0;0;0;1.3;1.2
Premier League;Brentford;Yehor Yarmoliuk;DM;AM (C);DM, M/AM (C);22;"5'11""";£43.5K - £49K p/w;£63M - £74M;Fairly Strong;Very Strong;6.84;0;1533;1;1533;0.1;1.11;1.11;-0.11;0.1;5%;0.0584210526315789;1.1;0.3;0.9;26%;1;0;0;0;0.0;0.84;0.0;89%;68.3;0.0;1.1;8.5;0.4;0.1;16;0.3;0.1;20;0.5;10;1;8.2;9.2;2.1;2.9;8.5;73;48;3;0.6;1.1;0.4;8;0;0;13.0;15.4;No recurring injuries;Below Average;2.0;41;0.1;0;0;0;0;0;0;0;0;0;0;1.7;1.6
Bundesliga;RB Leipzig;Nicolas Seiwald;DM, M (C);;DM, M (C);25;"5'11""";£51K - £81K p/w;£16.5M - £26M;Reasonable;Very Strong;6.82;1;1585;1;1585;0.1;0.55;0.55;0.45;0.0;11%;0.0611111111111111;0.5;0.2;0.3;33%;2;0;0;3;0.2;2.09;0.1;93%;57.5;0.3;0.4;4.4;0.9;0.3;33;0.1;0.1;100;0.2;8;0;7.0;12.3;0.7;2.2;7.0;55;22;0;0.7;0.5;0.3;16;4;0;11.7;12.7;No recurring injuries;Low;1.6;59;0.1;0;0;0;0;0;0;0;0;0;0;1.7;0.8
Bundesliga;Bayer 04 Leverkusen;Loïc Badé;D (C);;D (C);26;"6'3""";£83K - £130K p/w;£77M - £94M;Weak;Very Strong;7.26;1;1620;1;1620;0.1;0.29;0.29;0.71;0.0;25%;0.0725;0.2;0.2;0.0;100%;0;0;0;2;0.1;0.33;0.0;95%;56.9;0.0;0.2;3.1;0.1;0.1;50;0.1;0.1;50;0.0;5;0;1.5;15.8;0.8;2.4;3.3;83;18;2;0.6;1.0;0.7;8;2;0;10.7;4.0;No recurring injuries;Below Average;6.8;72;1.1;0;0;0;0;0;0;0;0;0;0;1.7;0.8
Serie A;Celesti;Alessio Romagnoli;D (C);;D (C);31;"6'2""";£62K - £100K p/w;Not for Sale;Very Strong;Reasonable;6.92;1;1657;1;1657;0.1;0.56;0.56;0.44;0.0;20%;0.112;0.3;0.1;0.1;40%;0;0;0;1;0.1;1.07;0.1;92%;53.6;0.1;0.2;2.6;0.0;0.0;0;0.0;0.0;0;0.1;2;1;2.7;13.9;0.5;3.0;2.4;63;16;2;0.5;1.0;0.5;11;3;1;10.2;3.2;No recurring injuries;Very Low;6.2;74;1.1;0;0;0;0;0;0;0;0;0;0;1.1;1.4
First Division;A. Madrid;José Giménez;D (C);;D (C);31;"6'1""";£76K - £110K p/w;£13.5M - £21M;Reasonable;Very Strong;6.95;1;1657;1;1657;0.1;0.4;0.4;0.6;0.0;25%;0.1;0.2;0.1;0.1;50%;0;0;0;1;0.1;1.14;0.1;97%;63.1;0.1;0.3;3.6;0.0;0.0;0;0.0;0.0;0;0.1;2;0;3.4;12.6;0.9;2.4;2.6;65;26;2;0.8;1.2;0.6;13;1;0;10.1;6.7;No recurring injuries;High;3.3;67;0.6;0;0;1;0;0;0;0;0;0;0;1.7;1.0
Premier League;Spurs;Destiny Udogie;WB (L);;D/WB (L);24;"6'2""";£100K - £115K p/w;£72M - £87M;Very Strong;Weak;7.09;3;1696;1;1696;0.1;1.82;1.82;-0.82;0.1;5%;0.0827272727272727;1.2;0.4;0.5;32%;0;0;0;3;0.2;4.23;0.2;89%;58.3;0.6;2.4;5.3;10.1;2.0;20;10.1;2.0;20;3.0;19;2;16.2;9.7;2.1;3.5;6.3;74;53;0;0.3;1.2;0.3;11;0;0;13.5;29.4;No recurring injuries;Below Average;3.4;55;0.1;0;0;0;0;0;0;0;0;0;0;1.6;0.7
Serie A;Udinese;Kingsley Ehizibue;D/WB (R);M (R);D/WB/M (R);31;"6'2""";£13.75K - £22.5K p/w;Not for Sale;Weak;Very Strong;6.96;0;1710;1;1710;0.1;0.61;0.61;0.39;0.0;17%;0.101666666666667;0.3;0.1;0.1;17%;0;0;0;0;0.0;1.57;0.1;89%;57.0;0.3;0.8;6.6;2.9;0.3;9;2.9;0.3;9;1.1;13;0;14.8;10.4;2.1;3.1;8.0;80;50;1;0.4;0.6;0.7;20;4;0;11.6;18.2;No recurring injuries;Very Low;3.8;68;0.4;0;0;0;0;0;0;0;0;0;0;1.4;1.2
Serie A;Juventus;Weston McKennie;DM;WB (R), DM, AM (RC);WB (R), DM, M/AM (RC);28;"5'11""";£68K - £125K p/w;£35M - £44M;Reasonable;Very Strong;7.09;3;1777;1;1777;0.1;1.28;1.28;-0.28;0.1;9%;0.116363636363636;0.6;0.1;0.2;18%;0;0;0;4;0.2;3.33;0.2;89%;49.7;0.2;2.0;5.4;5.7;0.7;11;5.7;0.7;12;2.2;25;3;15.0;12.4;2.0;2.9;9.4;87;45;0;0.4;0.7;0.5;31;0;0;12.0;23.9;No recurring injuries;Very Low;2.8;64;0.4;0;0;0;0;0;0;0;0;0;0;1.5;0.9
Premier League;FC Porto;Alan Varela;DM;;DM, M (C);25;"5'10""";£43K - £66K p/w;£38M - £62M;Fairly Strong;Very Strong;6.98;1;1790;1;1790;0.1;2.24;2.24;-1.24;0.1;7%;0.149333333333333;0.8;0.3;0.3;33%;0;0;0;2;0.1;3.16;0.2;92%;59.1;0.3;0.7;7.1;0.0;0.0;0;0.0;0.0;0;0.1;8;0;5.7;13.2;1.2;3.9;6.7;77;31;3;0.7;0.6;0.3;20;1;0;12.5;14.6;No recurring injuries;Below Average;1.2;21;0.1;0;0;0;0;0;0;0;0;0;0;1.9;1.0
First Division;A. Bilbao;Aymeric Laporte;D (C);D (L);D (LC);32;"6'2""";£41.5K - £62K p/w;£44M - £73M;Very Strong;Weak;6.99;1;1935;1;1935;0.0;0.3;0.3;0.7;0.0;17%;0.05;0.3;0.0;0.0;17%;0;0;0;2;0.1;1.34;0.1;94%;56.0;0.1;0.3;3.5;0.4;0.1;33;0.4;0.1;38;0.2;6;0;3.9;14.4;1.2;2.7;3.9;83;30;1;0.6;1.0;0.6;17;2;0;10.2;5.6;Recurring moderate groin strain;Very High;5.5;68;2.0;0;0;2;0;0;0;0;0;0;0;1.9;1.3
Bundesliga;RB Leipzig;Castello Lukeba;D (C);D (L);D (LC);23;"6'0""";£78K - £120K p/w;£63M - £78M;Very Strong;Weak;7.07;0;1980;1;1980;0.0;0.8;0.8;0.2;0.0;11%;0.0888888888888889;0.4;0.1;0.2;22%;0;0;0;3;0.1;1.43;0.1;94%;55.8;0.1;0.2;2.8;0.1;0.1;66;0.1;0.1;67;0.0;8;0;2.2;17.6;0.5;3.2;3.2;69;16;3;0.7;1.1;0.8;11;4;0;10.3;5.6;No recurring injuries;Average;4.8;60;0.9;0;0;0;0;0;0;0;0;0;0;1.7;0.9
Ligue 1 McDonald's;RC Lens;Samson Baidoo;D (C);DM;D (C), DM;22;"6'3""";£19K - £24.5K p/w;£64M - £76M;Fairly Strong;Very Strong;7.00;0;2010;1;2010;0.0;1.55;1.55;-0.55;0.1;6%;0.0911764705882353;0.8;0.3;0.2;35%;0;0;0;2;0.1;0.95;0.0;91%;45.5;0.0;0.3;2.6;0.0;0.0;0;0.0;0.0;0;0.0;3;0;3.2;15.4;0.6;3.2;2.3;74;19;2;0.6;1.0;0.7;5;2;0;9.7;3.6;No recurring injuries;High;6.8;77;1.9;0;0;0;0;0;0;0;0;0;0;1.1;0.8
Serie A;Blu-neri;Henrikh Mkhitaryan;M (C);DM;DM, M (C);37;"5'10""";£41K - £65K p/w;£1.3M - £2.8M;Strong;Very Strong;6.58;0;1203;0;0;0.0;0.34;0.34;-0.34;0.0;0%;0.02;1.3;0.5;1.1;41%;0;0;0;1;0.1;1.43;0.1;88%;15.2;0.2;0.7;1.1;0.1;0.1;100;0.1;0.1;100;0.1;6;0;14.5;12.3;0.3;1.1;4.3;50;8;0;0.1;0.2;0.1;4;2;0;3.7;6.1;No recurring injuries;Above Average;1.0;29;0.0;0;0;0;0;0;0;0;0;0;0;1.7;0.8
Premier League;Chelsea;Robert Sánchez;GK;;GK;29;"6'6""";£62K - £85K p/w;£38M - £62M;Fairly Strong;Very Strong;6.96;1;1800;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0.05;0.0;92%;27.2;0.0;0.1;0.5;0.0;0.0;0;0.0;0.0;0;0.0;1;0;3.0;7.5;0.0;0.3;0.0;0;1;1;0.0;0.7;0.0;0;0;0;6.9;0.1;No recurring injuries;Below Average;0.0;0;0.0;9;3.08;1;81;29;27;7;15;1;0;1.6;0.8
Serie A;Bologna;Lewis Ferguson;DM;AM (C);DM, M/AM (C);27;"5'11""";£42K - £49.5K p/w;£18.5M;Weak;Very Strong;7.22;1;1324;0;0;0.0;1.29;1.29;-1.29;0.1;0%;0.129;0.7;0.1;0.1;20%;0;0;0;0;0.0;1.68;0.1;93%;64.5;0.3;0.8;6.7;0.1;0.0;0;0.1;0.0;0;0.0;5;0;5.1;16.2;1.2;3.5;7.7;78;23;1;0.7;0.7;0.4;13;5;0;12.6;13.1;No recurring injuries;Below Average;2.9;67;0.3;0;0;0;0;0;0;0;0;0;0;1.4;1.3
Premier League;Aston Villa;Ezri Konsa;D (C);;D (C);29;"6'0""";£110K - £125K p/w;£37M - £45M;Reasonable;Very Strong;6.91;0;1080;0;0;0.0;0.04;0.04;-0.04;0.0;0%;0.04;0.1;0.1;0.0;100%;0;0;0;0;0.0;0.33;0.0;97%;58.2;0.1;0.2;3.1;0.0;0.0;0;0.0;0.0;0;0.2;0;0;2.4;7.2;0.5;3.5;2.3;75;8;1;0.6;0.4;0.6;6;3;0;10.6;4.8;No recurring injuries;Average;2.7;59;0.4;0;0;1;0;0;0;0;0;0;0;1.7;1.1
First Division;Getafe;Abdelkabir Abqar;D (C);;D (C);27;"6'2""";£28K - £32K p/w;£5.8M - £9.4M;Fairly Strong;Very Strong;6.77;0;1419;0;0;0.0;1.07;1.07;-1.07;0.1;0%;0.0972727272727273;0.7;0.2;0.3;27%;0;0;0;0;0.0;0.18;0.0;91%;47.4;0.1;0.1;2.6;0.0;0.0;0;0.0;0.0;0;0.0;5;0;3.5;11.7;0.7;3.3;2.3;100;11;1;0.3;0.6;0.4;17;6;0;10.0;3.9;Recurring moderate calf muscle strain;Very High;6.1;56;1.3;0;0;0;0;0;0;0;0;0;0;1.1;1.3
Sky Bet Championship;Southampton;Aaron Ramsdale;GK;;GK;28;"6'3""";£66K - £89K p/w;£12.5M - £21M;Weak;Very Strong;6.94;2;1890;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;81%;22.8;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;3;0;7.0;5.1;0.0;0.0;0.0;50;2;0;0.0;1.6;0.0;0;0;0;5.5;0.0;No recurring injuries;Low;0.0;0;0.0;8;4.09;0;74;12;34;9;20;2;50;1.5;1.0
Serie A;Parthenope;Billy Gilmour;DM;;DM, M (C);25;"5'7""";£105K - £125K p/w;£52M - £62M;Fairly Strong;Very Strong;6.99;1;1552;0;0;0.0;0.32;0.32;-0.32;0.0;0%;0.064;0.3;0.0;0.2;0%;2;0;0;3;0.2;2.45;0.1;90%;65.2;0.3;0.8;7.3;0.1;0.0;0;0.1;0.0;0;0.1;12;0;5.6;14.0;1.2;2.4;6.7;68;31;0;0.4;0.5;0.0;4;0;0;12.6;13.7;No recurring injuries;Very Low;1.9;42;0.1;0;0;0;0;0;0;0;0;0;0;1.3;0.8
Premier League;Nott'm Forest;Stefan Ortega;GK;;GK;34;"6'1""";£39.5K - £44.5K p/w;Not for Sale;Weak;Very Strong;6.94;1;1170;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;92%;31.0;0.0;0.0;0.3;0.0;0.0;0;0.0;0.0;0;0.0;0;0;2.8;8.8;0.0;0.3;0.0;0;0;0;0.0;1.5;0.0;0;0;0;7.0;0.1;No recurring injuries;Above Average;0.0;0;0.0;6;1.67;0;79;20;22;5;14;0;0;1.2;1.1
Serie A;Genoa;Leo Østigård;D (C);;D (C);27;"6'0""";£18.75K - £26.5K p/w;£8.4M - £11M;Weak;Very Strong;6.91;0;1377;0;0;0.0;1.9;1.9;-1.9;0.1;0%;0.38;0.3;0.0;0.0;0%;0;0;0;2;0.1;0.16;0.0;92%;51.6;0.1;0.2;1.8;0.0;0.0;0;0.0;0.0;0;0.0;8;0;3.1;13.4;0.7;2.2;1.8;100;11;1;0.4;0.6;1.1;19;8;1;9.4;3.4;No recurring injuries;Very Low;5.8;76;1.2;0;0;0;0;0;0;0;0;0;0;0.8;0.8
Premier League;Sporting CP;Ousmane Diomande;D (C);;D (C);23;"6'3""";£25.5K - £39.5K p/w;£69M;Reasonable;Very Strong;6.89;0;1646;0;0;0.0;0.57;0.57;-0.57;0.0;0%;0.07125;0.4;0.1;0.2;13%;0;0;0;0;0.0;0.99;0.1;91%;46.0;0.1;0.1;2.0;0.0;0.0;0;0.0;0.0;0;0.0;4;0;2.1;18.1;0.4;2.6;2.5;88;8;1;0.4;1.0;0.0;16;5;1;9.8;3.2;No recurring injuries;Below Average;6.0;73;1.5;0;0;0;0;0;0;0;0;0;0;1.9;0.7
Ligue 1 McDonald's;Strasbourg;Ben Chilwell;D (L);D (C);D (LC), WB (L);29;"5'11""";£33.5K - £47K p/w;£10.5M - £16M;Very Strong;Fairly Strong;7.06;1;1692;0;0;0.0;0.29;0.29;-0.29;0.0;0%;0.0966666666666667;0.2;0.1;0.1;33%;0;0;0;3;0.2;2.64;0.1;86%;57.9;0.4;2.1;5.3;6.2;1.5;24;6.1;1.5;25;1.6;10;3;14.0;11.2;2.2;3.4;9.4;76;55;7;0.6;1.1;0.3;15;0;0;11.9;21.3;No recurring injuries;High;3.1;76;0.2;0;0;0;0;0;0;0;0;0;0;1.2;1.2
Premier League;Brentford;Kristoffer Ajer;D (C);D (R);D (RC);28;"6'5""";£47K - £55K p/w;£7M - £8.8M;Weak;Very Strong;6.63;0;1653;0;0;0.0;0.33;0.33;-0.33;0.0;0%;0.066;0.3;0.1;0.1;20%;0;0;0;0;0.0;0.06;0.0;93%;39.6;0.0;0.2;3.3;0.1;0.0;0;0.1;0.0;0;0.0;1;0;3.4;7.6;0.7;2.3;2.1;76;17;8;0.7;0.9;0.6;5;0;0;10.5;5.7;No recurring injuries;High;3.6;73;0.8;0;0;1;0;0;0;0;0;0;0;1.9;1.8
Premier League;Brentford;Aaron Hickey;D (L);WB (R);D/WB (RL);24;"6'1""";£56K - £63K p/w;£52M - £62M;Very Strong;Strong;7.00;2;1300;0;0;0.0;0.44;0.44;-0.44;0.0;0%;0.0488888888888889;0.6;0.3;0.6;44%;0;0;0;3;0.2;3.39;0.2;88%;55.0;0.6;1.7;7.6;5.2;1.0;18;3.7;0.7;19;3.2;15;1;13.8;12.8;2.4;4.8;10.5;74;47;0;0.4;1.0;0.3;24;5;0;13.1;19.0;No recurring injuries;High;3.2;48;0.4;0;0;0;0;0;0;0;0;0;0;1.9;1.7
