Division;Player;Position;Age;Height;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Team Goals;Assists;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;OP-Crs A/90;OP-Crs C/90;Drb/90;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio
Eredivisie;Davy Klaassen;M/AM (C);33;"5'10""";Reasonable;Very Strong;6.47;0;2119;1;2119;2.56;2.56;-1.56;0.1;5%;0.116363636363636;0.9;0.3;0.2;32%;0;0;0;30;4;4.41;0.2;89%;2.7;0.4;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0;14.1;11.5;0.2;0.1;0.6;100;4;0;0.0;0.0;0.0;3;3;0;0.6;1.3;No recurring injuries;Below Average;0.2;50;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga;Niklas Süle;D (RC);30;"6'5""";Reasonable;Very Strong;6.83;1;1495;0;0;0.36;0.36;-0.36;0.0;0%;0.072;0.3;0.1;0.2;20%;0;0;0;20;1;0.4;0.0;91%;44.8;0.2;0.2;1.9;0.0;0.0;0.0;0.0;0.1;0;3.6;11.6;0.7;2.5;3.1;71;17;2;0.4;1.0;0.6;6;1;0;9.8;3.8;No recurring injuries;High;5.2;79;1.8;0;0;0;0;0;0;0;0;0;0
Premier League;Jacob Ramsey;M (C), AM (LC);24;"5'11""";Fairly Strong;Very Strong;6.95;3;3245;10;324.5;11.82;11.82;-1.82;0.3;13%;0.155526315789474;2.1;0.9;0.7;45%;1;0;0;61;11;6.37;0.2;91%;51.8;0.6;1.9;3.5;1.0;0.3;1.0;0.3;1.7;13;10.0;4.4;1.1;1.9;8.3;72;57;3;0.2;0.4;0.1;26;1;0;12.8;12.5;No recurring injuries;Above Average;3.2;32;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Timothy Castagne;D/WB (RL);30;"6'1""";Fairly Strong;Very Strong;6.81;0;2049;2;1024.5;0.95;0.95;1.05;0.0;13%;0.059375;0.7;0.3;0.4;38%;1;0;0;27;2;1.75;0.1;88%;60.2;0.1;1.4;7.9;3.6;0.5;3.6;0.5;1.1;0;12.2;11.6;1.7;4.5;7.5;76;50;2;0.5;1.2;0.4;20;2;0;13.4;23.1;No recurring injuries;Above Average;3.7;62;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Caoimhin Kelleher;GK;27;"6'2""";Weak;Very Strong;7.07;3;2430;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;45;0;0;0.0;73%;24.2;0.0;0.0;1.7;0.0;0.0;0.0;0.0;0.0;0;9.5;9.6;0.0;0.6;0.0;100;1;0;0.0;5.1;0.0;0;0;0;5.4;0.2;No recurring injuries;Average;0.0;0;0.0;9;1.58;1;84;68;56;16;31;1;100
First Division;Alberto Moleiro;M/AM (LC);22;"5'7""";Fairly Strong;Very Strong;7.11;8;4055;14;289.642857142857;11.91;11.91;2.09;0.3;13%;0.112358490566038;2.4;1.0;0.9;44%;5;0;0;67;11;11.78;0.3;89%;52.1;0.5;2.1;4.9;6.6;1.4;2.9;0.8;3.3;22;11.4;7.0;1.7;2.2;9.1;79;96;1;0.2;0.5;0.0;47;1;0;12.0;15.7;No recurring injuries;Above Average;2.6;8;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga;Adam Hložek;AM (RLC), ST (C);23;"6'2""";Fairly Strong;Very Strong;6.99;1;1008;2;504;1.97;1.97;0.03;0.2;8%;0.0757692307692308;2.3;0.7;1.0;31%;2;0;0;13;3;1.78;0.2;91%;46.1;0.3;2.1;4.1;3.8;0.7;2.8;0.6;3.4;7;18.3;4.9;1.4;2.2;9.1;70;23;0;0.3;0.3;0.2;10;0;0;12.2;17.5;No recurring injuries;High;3.3;46;0.1;0;0;0;0;0;0;0;0;0;0
Bundesliga;Daniel Svensson;D/WB (L), M (C);24;"6'0""";Very Strong;Reasonable;7.04;2;3779;1;3779;0.87;0.87;0.13;0.0;8%;0.0725;0.3;0.1;0.1;25%;0;0;0;57;2;4.82;0.1;89%;57.8;0.2;1.6;6.0;7.3;1.3;7.0;1.2;1.9;2;15.8;10.8;2.7;4.0;9.3;88;128;5;0.6;1.2;0.2;28;5;0;12.7;28.0;No recurring injuries;Low;2.6;39;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Roméo Lavia;DM, M (C);22;"5'11""";Reasonable;Very Strong;6.93;1;2982;1;2982;3.96;3.96;-2.96;0.1;3%;0.113142857142857;1.1;0.3;0.6;29%;1;0;0;53;6;5.53;0.2;91%;67.6;0.2;1.5;6.5;0.2;0.1;0.2;0.1;0.1;0;8.1;8.9;1.8;2.7;8.4;80;76;6;0.5;0.8;0.3;7;0;0;12.1;13.6;Recurring moderate hamstring strain;Very High;1.5;44;0.1;0;0;0;0;0;0;0;0;0;0
First Division;Dávid Hancko;D (LC);28;"6'2""";Very Strong;Weak;6.95;0;2808;1;2808;0.36;0.36;0.64;0.0;11%;0.04;0.3;0.1;0.1;33%;0;0;0;57;0;2.49;0.1;93%;65.2;0.1;0.4;5.2;0.5;0.1;0.5;0.1;0.4;1;7.1;15.4;0.8;2.9;3.5;74;35;2;0.4;0.7;0.4;16;1;0;10.8;9.6;No recurring injuries;Above Average;5.2;78;0.8;0;0;0;0;0;0;0;0;0;0
Bundesliga;Andrej Kramarić;M (C), AM (RLC), ST (C);34;"5'10""";Fairly Strong;Very Strong;6.72;0;2419;6;403.166666666667;4.74;4.74;1.26;0.2;10%;0.0803389830508475;2.2;0.9;0.7;41%;0;0;0;32;2;3.72;0.1;89%;18.3;0.2;0.6;1.6;3.1;0.5;1.0;0.3;1.0;2;16.7;6.4;0.3;0.8;3.1;100;9;0;0.1;0.3;0.0;12;0;0;4.9;5.3;No recurring injuries;Above Average;1.7;28;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Senne Lammens;GK;23;"6'4""";Reasonable;Very Strong;6.83;3;3780;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;80;0;0;0.0;84%;27.1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;5.4;9.0;0.0;0.6;0.0;0;3;2;0.0;2.4;0.0;0;0;0;6.2;0.0;No recurring injuries;Average;0.0;0;0.0;7;-2.02;5;73;69;81;29;70;3;0
Premier League;Tomás Araújo;D (RC);24;"6'0""";Reasonable;Very Strong;6.89;3;4009;3;1336.33333333333;1.7;1.7;1.3;0.0;14%;0.0772727272727273;0.5;0.2;0.2;36%;0;0;0;84;2;1.93;0.0;92%;54.0;0.1;0.6;4.8;0.2;0.0;0.2;0.0;0.4;4;5.3;16.4;0.6;2.9;4.2;52;50;1;0.6;1.2;0.5;21;3;0;10.6;7.6;No recurring injuries;Above Average;3.8;61;0.5;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Lucas Chevalier;GK;24;"6'2""";Reasonable;Very Strong;7.18;5;4154;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;101;0;0;0.0;89%;24.4;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0;7.6;5.9;0.0;0.2;0.0;0;1;0;0.0;1.7;0.0;0;0;0;6.2;0.0;No recurring injuries;Below Average;0.0;0;0.0;24;12.67;1;81;33;68;23;29;1;0
Ligue 1 McDonald's;Moussa Niakhaté;D (C);30;"6'3""";Very Strong;Reasonable;6.97;2;3150;2;1575;3.12;3.12;-1.12;0.1;12%;0.183529411764706;0.5;0.1;0.1;18%;0;0;0;32;0;0.63;0.0;94%;55.8;0.1;0.2;2.8;0.0;0.0;0.0;0.0;0.0;0;2.6;13.6;0.5;2.6;2.3;86;21;4;0.9;0.9;0.9;18;3;0;9.7;4.1;No recurring injuries;Low;4.5;80;1.0;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Ethan Nwaneri;M (C), AM (RLC), ST (C);19;"5'9""";Very Strong;Weak;6.93;2;1710;8;213.75;4.95;4.95;3.05;0.3;15%;0.0951923076923077;2.7;1.2;0.9;42%;0;0;0;26;5;3.82;0.2;90%;38.2;0.3;1.5;2.1;2.8;0.5;0.6;0.2;1.4;9;13.9;7.0;0.5;0.9;5.7;77;13;0;0.2;0.3;0.0;13;0;0;11.8;10.8;No recurring injuries;Below Average;2.9;22;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga;Marco Friedl;D (LC), WB (L);28;"6'2""";Very Strong;Reasonable;6.80;0;2044;0;0;0.47;0.47;-0.47;0.0;0%;0.094;0.2;0.0;0.1;0%;0;0;0;23;0;1.63;0.1;95%;52.9;0.1;0.2;2.0;0.1;0.0;0.1;0.0;0.0;0;2.4;17.5;0.4;3.2;2.2;73;11;0;0.9;1.1;0.7;15;6;0;10.4;4.1;No recurring injuries;Above Average;3.7;49;0.5;0;0;0;0;0;0;0;0;0;0
Premier League;Richard Ríos;DM, M (C);25;"6'1""";Fairly Strong;Very Strong;6.59;0;1765;5;353;4.4;4.4;0.6;0.2;12%;0.102325581395349;2.2;0.8;0.8;35%;1;0;0;32;3;2.39;0.1;91%;12.2;0.2;0.4;0.7;0.3;0.1;0.3;0.1;0.1;1;10.2;13.7;0.3;0.4;1.3;67;9;0;0.1;0.1;0.1;10;5;0;2.7;3.0;No recurring injuries;Average;0.9;41;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Nico O'Reilly;D (L), M/AM (C);21;"6'4""";Very Strong;Reasonable;6.89;0;2386;7;340.857142857143;8.01;8.01;-1.01;0.3;12%;0.140526315789474;2.2;1.1;0.5;53%;0;0;0;55;4;5.28;0.2;89%;54.0;0.6;1.8;5.8;1.1;0.3;0.8;0.3;2.0;10;10.3;8.1;0.8;2.2;6.1;76;29;1;0.3;0.6;0.2;16;1;0;11.9;17.2;No recurring injuries;Above Average;2.5;60;0.2;0;0;1;0;0;0;0;0;0;0
First Division;Pape Guèye;DM, M (C);27;"6'0""";Very Strong;Reasonable;6.90;1;1992;1;1992;1.41;1.41;-0.41;0.1;6%;0.088125;0.7;0.4;0.4;50%;0;0;0;46;3;2.86;0.1;94%;65.2;0.3;0.8;5.0;1.3;0.5;0.2;0.2;0.1;0;5.5;14.6;1.2;2.8;6.5;77;35;1;0.4;0.6;0.2;16;4;0;12.1;14.1;No recurring injuries;Above Average;2.0;48;0.1;0;0;0;0;0;0;0;0;0;0
First Division;Gabriel Suazo;D/WB (L);28;"5'10""";Very Strong;Reasonable;6.85;0;2800;0;0;0.32;0.32;-0.32;0.0;0%;0.0533333333333333;0.2;0.0;0.2;0%;0;0;0;33;1;3.55;0.1;87%;56.5;0.2;1.5;7.4;4.2;0.5;3.6;0.4;1.6;6;14.3;11.8;1.9;3.9;9.2;80;74;2;0.6;1.1;0.7;48;4;1;12.1;22.0;No recurring injuries;Below Average;2.8;63;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Nick Woltemade;AM (C), ST (C);24;"6'6""";Fairly Strong;Very Strong;6.92;2;3486;17;205.058823529412;16.55;15.01;0.45;0.4;17%;0.162254901960784;2.6;1.4;0.7;54%;1;3;67;50;8;6.71;0.2;87%;36.4;0.4;1.3;1.6;0.6;0.2;0.6;0.2;1.0;30;10.0;2.7;0.4;0.8;2.6;70;20;0;0.1;0.2;0.1;30;0;0;11.5;7.4;No recurring injuries;Average;7.0;46;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Keane Lewis-Potter;D/WB (L), AM (RL);25;"5'7""";Reasonable;Very Strong;7.03;3;2407;8;300.875;5.24;5.24;2.76;0.2;15%;0.0988679245283019;2.0;1.0;1.2;53%;0;0;0;48;7;7.86;0.3;88%;46.1;0.8;2.9;5.0;5.9;1.6;5.9;1.6;4.2;21;13.5;8.3;2.6;3.1;12.3;74;94;0;0.4;0.9;0.2;43;0;0;13.8;20.0;No recurring injuries;Below Average;3.4;41;0.0;0;0;1;0;0;0;0;0;0;0
Premier League;Murillo;D (C), DM;23;"6'2""";Very Strong;Reasonable;6.84;0;4691;3;1563.66666666667;1.12;1.12;1.88;0.0;19%;0.07;0.3;0.1;0.1;31%;0;0;0;74;0;1.14;0.0;94%;59.7;0.0;0.1;5.3;0.1;0.1;0.1;0.1;0.1;0;3.2;10.2;0.8;2.8;3.0;78;55;4;0.6;1.0;0.5;23;4;0;10.5;6.7;No recurring injuries;Above Average;3.8;64;0.4;0;0;2;0;0;0;0;0;0;0
First Division;Álex Moreno;D/WB/M/AM (L);32;"5'9""";Very Strong;Weak;6.91;2;2855;2;1427.5;0.68;0.68;1.32;0.0;20%;0.068;0.3;0.2;0.2;60%;0;0;0;41;4;1.8;0.1;90%;61.4;0.0;1.0;8.1;1.2;0.2;1.2;0.2;1.0;3;13.7;12.4;1.9;3.0;7.7;71;84;2;0.5;0.9;0.4;27;2;0;11.7;16.6;No recurring injuries;Average;3.0;46;0.2;0;0;1;0;0;0;0;0;0;0
Bundesliga;Robert Andrich;D (C), DM, M (C);31;"6'1""";Fairly Strong;Very Strong;6.74;1;2834;0;0;1.59;1.59;-1.59;0.1;0%;0.176666666666667;0.3;0.1;0.0;22%;0;0;0;33;0;0.51;0.0;92%;57.4;0.0;0.3;3.6;0.1;0.0;0.1;0.0;0.1;0;4.1;12.4;0.7;2.4;4.4;58;38;4;0.7;0.9;0.4;35;7;4;10.7;8.5;No recurring injuries;High;3.2;55;0.4;0;0;1;0;0;0;0;0;0;0
First Division;Álex Remiro;GK;31;"6'4""";Reasonable;Very Strong;6.86;4;2989;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;38;0;0;0.0;93%;25.7;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0;4.6;5.0;0.0;0.1;0.0;33;3;0;0.0;1.4;0.0;0;0;0;6.1;0.0;No recurring injuries;Low;0.0;0;0.0;11;9.48;0;76;32;56;24;36;3;33
First Division;Djibril Sow;DM, M (C);29;"6'0""";Reasonable;Very Strong;6.72;1;2459;3;819.666666666667;2.25;2.25;0.75;0.1;10%;0.0775862068965517;1.1;0.5;0.5;48%;0;0;0;36;2;4.15;0.2;90%;37.4;0.2;0.7;4.2;0.3;0.0;0.0;0.0;0.1;2;11.3;11.7;0.5;1.4;3.7;64;22;0;0.4;0.5;0.1;6;1;0;7.2;8.9;No recurring injuries;High;0.8;70;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Lewis Hall;D/WB (L);21;"5'10""";Very Strong;Reasonable;6.82;1;3278;3;1092.66666666667;3.37;1.06;-0.37;0.1;18%;0.198235294117647;0.5;0.2;0.3;41%;0;3;67;54;2;3.41;0.1;92%;67.3;0.2;1.0;7.8;5.5;0.8;3.0;0.6;1.1;1;12.6;10.9;2.2;4.3;9.7;74;107;0;0.5;1.2;0.2;23;1;0;12.8;20.7;No recurring injuries;Average;2.7;38;0.2;0;0;2;0;0;0;0;0;0;0
Bundesliga;Jamie Leweling;M (RL), AM (RLC);25;"6'1""";Strong;Very Strong;7.16;6;3285;11;298.636363636364;10.63;10.63;0.37;0.3;13%;0.122183908045977;2.4;1.1;0.6;45%;0;1;100;48;6;5.84;0.2;89%;50.7;0.3;1.5;3.8;4.0;1.1;4.0;1.1;5.0;18;16.5;6.7;1.6;1.9;10.9;76;76;2;0.3;0.5;0.0;63;4;0;12.5;18.5;No recurring injuries;Average;3.2;42;0.0;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Hamari Traoré;D/WB (R);34;"5'9""";Reasonable;Very Strong;7.00;1;2799;2;1399.5;1.72;1.72;0.28;0.1;11%;0.0905263157894737;0.6;0.3;0.3;42%;1;0;0;39;2;3.83;0.1;87%;54.9;0.4;1.1;7.5;2.5;0.5;2.5;0.5;1.6;3;15.8;10.5;2.0;2.6;6.9;78;79;5;0.6;1.1;0.5;37;7;0;11.5;16.7;No recurring injuries;Below Average;3.7;56;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Maxim De Cuyper;D/WB/M (L);25;"6'0""";Very Strong;Reasonable;6.87;0;1653;1;1653;1.2;1.2;-0.2;0.1;8%;0.0923076923076923;0.7;0.3;0.4;46%;0;0;0;39;4;2.62;0.1;90%;62.9;0.4;1.2;8.8;5.5;1.0;4.0;0.8;1.5;2;11.5;11.0;2.9;4.1;9.1;77;70;3;0.9;1.1;0.5;24;1;0;13.0;19.0;No recurring injuries;Below Average;3.8;49;0.1;0;0;3;0;0;0;0;0;0;0
Bundesliga 2;Matúš Bero;DM, M/AM (C);30;"5'11""";Fairly Strong;Very Strong;6.90;0;2088;0;0;2.33;2.33;-2.33;0.1;0%;0.110952380952381;0.9;0.2;0.3;19%;1;0;0;24;3;4.71;0.2;90%;51.7;0.3;0.4;4.5;1.4;0.2;0.3;0.0;0.8;1;6.4;11.7;1.6;2.6;6.9;88;42;1;0.4;0.9;0.3;34;5;0;11.6;11.6;No recurring injuries;Above Average;2.0;52;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Saša Lukić;DM, M/AM (C);29;"6'0""";Fairly Strong;Very Strong;6.90;0;2935;1;2935;2.46;0.92;-1.46;0.1;2%;0.0546666666666667;1.4;0.4;1.3;27%;0;2;50;38;2;3.37;0.1;91%;58.1;0.2;0.5;6.8;2.8;0.7;0.1;0.0;0.2;3;7.1;9.2;1.7;3.3;8.8;80;71;3;1.0;1.1;0.8;27;1;0;13.1;16.7;No recurring injuries;Average;1.7;47;0.2;0;0;1;0;0;0;0;0;0;0
Bundesliga;Nicolas Seiwald;DM, M (C);25;"5'11""";Reasonable;Very Strong;6.60;1;2659;2;1329.5;2.19;2.19;-0.19;0.1;8%;0.0842307692307692;0.9;0.3;0.2;35%;0;0;0;42;4;3.46;0.1;90%;15.8;0.2;0.2;1.6;0.5;0.0;0.0;0.0;0.1;0;12.8;12.6;0.4;0.8;2.1;80;15;2;0.1;0.2;0.0;13;7;0;3.0;3.5;No recurring injuries;Low;0.5;69;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga;Johan Manzambi;DM, M/AM (C), ST (C);20;"6'0""";Reasonable;Very Strong;6.95;1;2811;5;562.2;4.56;4.56;0.44;0.1;14%;0.123243243243243;1.2;0.4;0.5;35%;1;0;0;40;4;4.29;0.1;92%;58.6;0.3;0.8;7.1;0.3;0.1;0.2;0.1;0.4;4;6.1;11.8;0.9;2.6;6.9;77;35;1;0.5;0.6;0.3;33;8;2;12.1;14.0;No recurring injuries;Below Average;2.6;63;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Geoffrey Kondogbia;D (C), DM, M (C);33;"6'2""";Very Strong;Weak;6.77;0;2258;1;2258;0.75;0.75;0.25;0.0;8%;0.0576923076923077;0.5;0.1;0.4;23%;0;0;0;32;2;1.78;0.1;92%;63.3;0.3;0.4;5.0;0.0;0.0;0.0;0.0;0.2;0;8.1;10.2;1.2;2.8;6.0;70;43;1;0.6;0.7;0.3;23;4;0;11.3;12.2;No recurring injuries;Average;2.4;61;0.2;0;0;0;0;0;0;0;0;0;0
Eredivisie;Joey Veerman;DM, M/AM (C);27;"6'1""";Fairly Strong;Very Strong;6.62;0;3340;5;668;6.45;6.45;-1.45;0.2;10%;0.129;1.3;0.4;0.4;32%;1;1;100;58;9;10.42;0.3;100%;1.8;0.4;0.2;0.2;7.0;1.4;0.0;0.0;0.0;0;10.8;13.2;0.1;0.1;0.1;100;2;0;0.0;0.0;0.0;0;0;0;0.4;0.5;No recurring injuries;Above Average;0.1;0;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Joachim Andersen;D (C);29;"6'4""";Fairly Strong;Very Strong;6.85;1;3283;1;3283;1.31;1.31;-0.31;0.0;6%;0.081875;0.4;0.1;0.0;31%;0;0;0;41;1;0.95;0.0;93%;45.2;0.1;0.2;3.3;0.0;0.0;0.0;0.0;0.0;0;3.7;8.7;0.5;3.0;1.9;71;28;6;0.8;1.2;0.6;7;2;0;10.3;5.1;No recurring injuries;Below Average;6.2;75;1.8;0;0;0;0;0;0;0;0;0;0
Jupiler Pro League;Christos Tzolis;M (L), AM (RL), ST (C);24;"5'10""";Fairly Strong;Very Strong;6.75;2;2777;5;555.4;17.54;17.54;-12.54;0.6;4%;0.134923076923077;4.2;2.0;1.4;47%;8;2;100;21;3;5.57;0.2;86%;28.9;0.2;0.8;0.7;1.0;0.3;0.4;0.1;0.9;24;17.9;2.3;0.2;0.9;1.4;86;7;0;0.1;0.1;0.0;35;0;0;10.3;5.6;No recurring injuries;Average;5.0;18;0.0;0;0;0;0;0;0;0;0;0;0
Premier League;Kevin;AM (RL), ST (C);23;"5'9""";Weak;Very Strong;6.97;4;1485;6;247.5;3.75;3.75;2.25;0.2;16%;0.101351351351351;2.2;1.1;1.2;49%;2;0;0;29;6;8.09;0.5;88%;50.4;1.0;3.2;3.6;7.5;1.9;6.1;1.5;3.3;11;15.1;7.2;1.1;2.7;9.9;90;20;0;0.1;0.5;0.1;22;2;0;13.3;20.5;No recurring injuries;Average;3.9;6;0.0;0;0;1;0;0;0;0;0;0;0
Premier League;Kevin Schade;AM (RLC), ST (C);24;"6'0""";Fairly Strong;Very Strong;7.17;5;2812;14;200.857142857143;12.69;12.69;1.31;0.4;16%;0.141;2.9;1.4;0.8;50%;1;0;0;54;11;7.09;0.2;85%;39.1;0.7;1.5;2.8;2.1;0.4;2.1;0.4;4.8;11;12.6;8.9;1.8;3.5;12.7;69;83;0;0.2;0.7;0.1;20;1;0;13.4;16.8;No recurring injuries;Average;7.3;54;0.1;0;0;2;0;0;0;0;0;0;0
First Division;Cristhian Stuani;ST (C);39;"6'0""";Fairly Strong;Very Strong;6.61;0;1004;5;200.8;4.07;3.3;0.93;0.4;17%;0.140344827586207;2.6;1.2;0.6;45%;0;4;100;11;0;0.53;0.0;90%;27.0;0.1;1.3;1.1;0.4;0.1;0.4;0.1;0.1;8;19.1;1.6;0.0;1.2;2.0;0;2;0;0.3;0.3;0.1;11;1;0;10.7;6.8;No recurring injuries;Above Average;7.8;31;0.1;0;0;0;0;0;0;0;0;0;0
First Division;Santi Comesaña;DM, M (C);29;"6'0""";Fairly Strong;Very Strong;6.95;4;3861;0;0;2.58;2.58;-2.58;0.1;0%;0.112173913043478;0.5;0.1;0.3;26%;0;0;0;60;5;4.29;0.1;92%;64.2;0.1;1.0;6.9;0.2;0.1;0.2;0.1;0.1;0;5.4;13.5;1.2;2.6;6.9;69;72;2;0.7;0.9;0.1;23;6;1;11.9;13.5;No recurring injuries;Average;3.0;59;0.5;0;0;0;0;0;0;0;0;0;0
Premier League;Christantus Uche;M/AM (C), ST (C);23;"6'3""";Reasonable;Very Strong;6.80;3;3209;12;267.416666666667;12.55;11.02;-0.55;0.4;13%;0.139444444444444;2.5;1.2;0.8;48%;2;2;100;52;6;5.24;0.1;87%;38.3;0.5;1.5;2.1;1.1;0.2;1.1;0.2;2.0;16;10.4;5.9;0.7;1.9;6.7;67;36;0;0.2;0.6;0.1;43;5;1;12.5;13.2;No recurring injuries;Below Average;5.3;35;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Rodrigo Zalazar;M (C), AM (RLC);26;"5'10""";Reasonable;Very Strong;7.24;7;2711;12;225.916666666667;8.41;6.89;3.59;0.3;16%;0.112133333333333;2.5;1.1;0.7;45%;2;5;100;46;7;8.29;0.3;90%;55.0;0.5;1.7;4.2;6.1;1.0;3.7;0.8;4.1;15;14.3;7.3;1.7;2.7;10.2;70;71;1;0.4;0.6;0.0;51;3;0;12.0;18.5;No recurring injuries;Below Average;3.1;25;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga;Hugo Larsson;DM, M (C);21;"6'2""";Weak;Very Strong;6.59;1;3319;4;829.75;4.26;4.26;-0.26;0.1;11%;0.118333333333333;1.0;0.5;0.2;50%;1;0;0;44;3;3.6;0.1;91%;16.2;0.3;0.3;1.2;0.2;0.0;0.2;0.0;0.1;0;13.1;9.9;0.2;0.9;1.7;58;12;1;0.1;0.3;0.0;9;3;0;3.1;3.5;No recurring injuries;Above Average;0.5;42;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga;Patrick Wimmer;M (RL), AM (RLC);24;"6'0""";Fairly Strong;Very Strong;6.97;2;1845;5;369;4.7;4.7;0.3;0.2;14%;0.130555555555556;1.8;0.6;0.6;33%;2;0;0;22;4;4.07;0.2;91%;52.5;0.2;1.9;4.9;3.2;0.6;3.2;0.6;3.5;12;17.1;5.4;1.8;1.8;10.0;72;50;1;0.1;0.4;0.0;30;1;0;11.8;18.0;No recurring injuries;High;4.2;47;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Adama Traoré;M/AM (RL);30;"5'10""";Reasonable;Very Strong;6.88;2;1582;2;791;2.98;2.98;-0.98;0.2;6%;0.0876470588235294;1.9;0.9;0.8;47%;0;0;0;21;8;6.1;0.3;83%;43.4;0.9;2.4;5.1;10.9;1.6;10.9;1.6;11.1;13;21.2;8.4;2.0;2.5;11.4;64;55;0;0.6;0.8;0.2;37;1;0;13.8;18.7;No recurring injuries;Below Average;5.2;67;0.3;0;0;0;0;0;0;0;0;0;0
Premier League;Brennan Johnson;M (RL), AM (RLC), ST (C);25;"6'1""";Fairly Strong;Very Strong;6.90;1;1192;8;149;5.23;3.65;2.77;0.4;26%;0.168709677419355;2.3;1.8;0.9;77%;2;2;50;27;1;1.54;0.1;88%;42.3;0.4;1.1;2.0;1.4;0.4;1.1;0.3;1.1;3;10.9;6.0;0.3;2.3;8.2;57;7;0;0.2;0.5;0.1;4;0;0;13.1;14.7;No recurring injuries;Below Average;5.2;22;0.0;0;0;1;0;0;0;0;0;0;0
Jupiler Pro League;Thorgan Hazard;AM (LC), ST (C);33;"5'9""";Fairly Strong;Very Strong;6.98;3;1553;5;310.6;4.27;4.27;0.73;0.2;10%;0.0854;2.9;1.3;1.0;44%;3;0;0;27;4;3.22;0.2;90%;39.6;0.2;1.9;3.2;8.9;1.3;2.8;0.4;2.2;9;15.6;4.6;1.6;1.1;6.1;85;33;1;0.2;0.3;0.1;10;2;0;10.5;10.2;Recurring torn anterior cruciate ligament;Very High;5.0;22;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Nordi Mukiele;D (RC), WB (R);28;"6'2""";Weak;Very Strong;6.81;2;2289;0;0;1.39;1.39;-1.39;0.1;0%;0.126363636363636;0.4;0.2;0.1;36%;0;0;0;32;5;3.15;0.1;88%;56.3;0.3;0.8;5.4;3.4;0.4;3.4;0.4;1.2;5;11.8;11.7;2.0;3.5;6.8;75;68;5;0.7;1.4;0.4;33;8;0;12.3;15.3;No recurring injuries;Average;5.3;74;0.9;0;0;0;0;0;0;0;0;0;0
Premier League;Tosin Adarabioyo;D (C);28;"6'5""";Reasonable;Very Strong;6.87;1;1630;0;0;0.91;0.91;-0.91;0.1;0%;0.101111111111111;0.5;0.3;0.0;67%;0;0;0;28;0;0.23;0.0;94%;60.7;0.1;0.2;5.9;0.0;0.0;0.0;0.0;0.1;0;4.4;9.8;0.4;2.9;2.5;80;10;0;0.8;0.6;0.6;4;0;0;10.6;7.3;No recurring injuries;Above Average;5.9;65;1.4;0;0;0;0;0;0;0;0;0;0
