Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Sky Bet Championship;Swansea;Ronald;AM (R);;AM (RL);25;"5'10""";£19.25K - £25.5K p/w;£6.4M - £8.4M;Reasonable;Very Strong;7.07;2;3150;6;525;0.2;8.69;8.69;-2.69;0.2;9%;0.124142857142857;2.0;0.7;0.7;36%;3;0;0;4;0.1;4.1;0.1;88%;43.1;0.2;2.3;4.0;3.1;0.8;25;3.1;0.8;26;4.3;36;9;18.9;5.1;1.5;2.2;9.1;78;69;1;0.1;0.6;0.0;30;3;0;11.6;13.1;No recurring injuries;Above Average;3.3;32;0.1;0;0;0;0;0;0;0;0;0;0;1.4;1.2
Ligue 2 BKT;Red Star FC;Abdelsamad Hachem;ST (C);;ST (C);24;"6'2""";£1.3K - £1.8K p/w;£45K - £450K;Weak;Very Strong;6.74;0;1197;6;199.5;0.5;6;6;0;0.5;11%;0.111111111111111;4.1;2.1;1.4;52%;0;0;0;1;0.1;0.3;0.0;87%;25.9;0.1;0.9;0.5;0.4;0.1;20;0.4;0.1;20;0.6;26;12;30.8;0.9;0.1;0.8;1.6;100;1;0;0.1;0.2;0.0;14;0;0;10.4;4.7;No recurring injuries;High;9.6;46;0.2;0;0;0;0;0;0;0;0;0;0;0.8;0.9
Bundesliga 2;SV Elversberg;David Mokwa;ST (C);AM (RLC);AM (RLC), ST (C);22;"5'11""";£8.75K - £12.75K p/w;£475K - £4.6M;Fairly Strong;Very Strong;6.69;0;1724;6;287.333333333333;0.3;8.47;7.66;-2.47;0.4;11%;0.154;2.9;1.0;0.9;36%;1;1;0;2;0.1;1.64;0.1;89%;27.9;0.1;0.9;0.7;0.4;0.1;25;0.4;0.1;25;1.0;27;14;17.7;2.1;0.3;0.7;1.9;67;9;0;0.1;0.3;0.0;16;0;0;10.1;6.3;No recurring injuries;Average;7.5;31;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.2
Premier League;BRG;Gustaf Lagerbielke;D (C);;D (C);26;"6'4""";£14.75K - £24.5K p/w;£20M - £27M;Fairly Strong;Very Strong;7.10;7;3990;6;665;0.1;2.26;2.26;3.74;0.1;19%;0.0729032258064516;0.7;0.3;0.2;39%;1;1;100;3;0.1;4.29;0.1;95%;50.5;0.2;0.2;2.5;0.0;0.0;0;0.0;0.0;0;0.0;7;0;2.7;16.4;0.6;2.6;2.9;79;34;6;0.5;1.0;0.3;25;9;0;10.2;3.8;No recurring injuries;Low;5.2;78;0.9;0;0;0;0;0;0;0;0;0;0;1.2;0.8
First Division;Vallecano;Fran Pérez;AM (R);;M (R), AM (RL);24;"5'9""";£27.5K - £31K p/w;£4M - £6.6M;Fairly Strong;Very Strong;6.98;3;1263;6;210.5;0.4;3.96;3.96;2.04;0.3;20%;0.132;2.1;1.0;0.4;47%;1;0;0;3;0.2;2.96;0.2;91%;42.6;0.5;1.8;3.8;5.3;1.4;26;3.7;1.2;33;4.3;10;4;16.9;4.5;1.5;1.9;9.3;81;26;1;0.1;0.4;0.0;13;1;0;11.3;14.1;No recurring injuries;Above Average;3.9;22;0.1;0;0;0;0;0;0;0;0;0;0;1.4;1.0
Ligue 2 BKT;Rodez;Taïryk Arconte;ST (C);AM (R);AM (R), ST (C);23;"5'11""";£1.7K - £2.4K p/w;£50K - £500K;Weak;Very Strong;6.63;0;1742;6;290.333333333333;0.3;4.84;4.84;1.16;0.3;13%;0.102978723404255;2.4;1.1;0.7;45%;0;0;0;0;0.0;2.16;0.1;90%;24.4;0.0;0.7;0.5;0.3;0.2;50;0.3;0.2;50;1.2;40;17;24.3;1.2;0.2;0.6;1.8;100;4;0;0.1;0.2;0.0;24;1;0;10.5;5.4;No recurring injuries;High;7.5;20;0.1;0;0;0;0;0;0;0;0;0;0;0.8;0.9
Sky Bet Championship;Lincoln;Freddie Draper;ST (C);AM (C);AM (C), ST (C);22;"6'1""";£2.9K - £4.2K p/w;£2.9M - £6.2M;Reasonable;Very Strong;6.62;0;1950;6;325;0.3;9.03;9.03;-3.03;0.4;9%;0.130869565217391;3.2;1.8;1.0;57%;0;0;0;0;0.0;0.87;0.0;90%;28.3;0.1;1.0;0.7;0.5;0.1;20;0.5;0.1;20;0.2;28;14;20.1;1.1;0.4;0.6;2.0;90;10;1;0.1;0.2;0.0;14;1;0;9.8;7.8;No recurring injuries;Above Average;7.7;50;0.2;0;0;0;0;0;0;0;0;0;0;0.6;1.5
Bundesliga;1. FC Nürnberg;Mohamed Alì Zoma;ST (C);;AM (L), ST (C);23;"5'9""";£4.2K - £6.25K p/w;£425K - £4.2M;Weak;Very Strong;6.67;1;2017;6;336.166666666667;0.3;3.39;3.39;2.61;0.2;17%;0.0941666666666667;1.6;0.6;0.3;39%;0;0;0;3;0.1;1.7;0.1;88%;29.9;0.0;1.0;1.2;1.2;0.4;28;1.2;0.4;29;2.1;42;15;20.2;1.6;0.6;1.2;3.7;78;18;0;0.1;0.2;0.0;21;2;0;11.7;8.7;No recurring injuries;Below Average;7.1;18;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.7
Sky Bet Championship;Derby;Derry Murkin;AM (L);;D/WB/M/AM (L);27;"6'0""";£20.5K - £28.5K p/w;£3.6M - £5.8M;Very Strong;Weak;6.95;3;3060;6;510;0.2;7.72;7.72;-1.72;0.2;10%;0.12655737704918;1.8;0.7;0.8;39%;4;0;0;3;0.1;4.2;0.1;86%;44.7;0.2;1.7;4.3;3.7;0.6;16;3.7;0.6;17;3.4;34;15;18.9;7.2;2.0;2.3;8.9;82;83;1;0.3;0.5;0.1;58;0;1;11.5;17.8;No recurring injuries;Average;4.5;45;0.1;0;0;0;0;0;0;0;0;0;0;1.1;0.8
Serie A;Genoa;Vitinha;ST (C);AM (LC);AM (LC), ST (C);27;"6'0""";£52K - £61K p/w;£9.2M - £11.5M;Fairly Strong;Very Strong;6.73;0;2615;6;435.833333333333;0.2;8.93;8.93;-2.93;0.3;7%;0.100337078651685;3.1;1.3;0.9;43%;7;0;0;3;0.1;2.1;0.1;87%;27.2;0.1;0.9;0.8;0.4;0.1;33;0.4;0.1;33;0.7;47;18;21.9;1.3;0.1;0.9;1.0;50;4;0;0.0;0.1;0.0;35;1;2;9.9;5.5;No recurring injuries;Very Low;4.1;30;0.0;0;0;0;0;0;0;0;0;0;0;0.8;0.9
Serie A;Parma;Nesta Elphege;ST (C);;ST (C);26;"6'5""";£2.8K - £4.2K p/w;£1.1M - £2.6M;Very Strong;Reasonable;6.66;0;1945;6;324.166666666667;0.3;7.36;7.36;-1.36;0.3;10%;0.120655737704918;2.8;1.3;0.8;48%;0;1;100;1;0.0;0.82;0.0;88%;25.8;0.0;0.6;0.5;0.5;0.3;60;0.5;0.3;60;0.6;26;15;22.5;0.6;0.2;0.7;1.5;100;5;0;0.1;0.1;0.0;21;1;0;9.5;5.1;No recurring injuries;Very Low;8.0;47;0.1;0;0;0;0;0;0;0;0;0;0;0.7;1.2
Jupiler Pro League;RSC Anderlecht;Tristan Degreef;AM (R);AM (C);AM (RC);22;"5'10""";£7.25K - £10.75K p/w;£5.4M - £8.8M;Fairly Strong;Very Strong;7.08;5;2253;6;375.5;0.2;4.37;4.37;1.63;0.2;12%;0.0891836734693878;2.0;0.8;0.8;43%;2;0;0;2;0.1;5.35;0.2;89%;49.4;0.4;2.1;4.0;6.7;1.1;16;3.3;0.6;17;3.8;18;11;15.9;5.9;1.5;2.8;10.0;74;50;0;0.4;0.5;0.0;21;0;0;12.4;16.7;No recurring injuries;Average;3.1;29;0.1;0;0;0;0;0;0;0;0;0;0;1.5;0.8
Eredivisie;NAC Breda;Moussa Soumano;ST (C);AM (L);AM (L), ST (C);21;"6'1""";£2.1K - £3.2K p/w;£2.6M - £5.6M;Weak;Very Strong;6.87;1;1166;6;194.333333333333;0.5;2.86;2.86;3.14;0.2;17%;0.0817142857142857;2.7;1.0;1.2;37%;2;0;0;0;0.0;0.4;0.0;88%;24.4;0.0;0.8;0.5;0.2;0.0;0;0.2;0.0;0;0.8;25;9;22.5;1.2;0.1;0.9;1.8;100;1;0;0.2;0.2;0.0;11;0;0;10.3;5.6;No recurring injuries;Below Average;7.7;45;0.1;0;0;0;0;0;0;0;0;0;0;1.4;0.8
Sky Bet Championship;Bristol City;Jason Knight;M/AM (C);;M/AM (C);26;"5'8""";£17.5K - £25K p/w;£5.8M - £9.4M;Weak;Very Strong;6.61;0;3546;6;591;0.2;3.87;3.87;2.13;0.1;12%;0.0758823529411765;1.3;0.6;0.6;43%;1;0;0;3;0.1;5.13;0.1;91%;8.9;0.1;0.2;0.9;0.1;0.1;66;0.1;0.1;67;0.3;23;0;10.8;14.6;0.3;0.3;1.2;75;16;2;0.1;0.2;0.1;9;5;0;1.6;1.8;No recurring injuries;Low;0.2;11;0.0;0;0;0;0;0;0;0;0;0;0;1.7;0.9
Eredivisie;AZ;Matěj Šín;AM (C);;M/AM (C);22;"5'10""";£3.6K - £5.5K p/w;£8.4M - £13.5M;Very Strong;Reasonable;6.98;2;3240;6;540;0.2;7.95;7.95;-1.95;0.2;8%;0.104605263157895;2.1;0.9;0.6;43%;1;1;100;3;0.1;5.45;0.2;87%;43.9;0.4;2.1;2.6;0.7;0.2;29;0.7;0.2;29;1.4;26;10;19.0;10.3;0.6;1.3;4.7;68;34;2;0.1;0.5;0.0;16;0;0;12.2;11.8;No recurring injuries;Below Average;3.2;24;0.0;0;0;0;0;0;0;0;0;0;0;1.3;0.8
Premier League;Chelsea;Geovany Quenda;M (R);;M/AM (RL);19;"5'10""";£59K - £67K p/w;£214M - £235M;Very Strong;Weak;7.01;5;3061;6;510.166666666667;0.2;5.44;5.44;0.56;0.2;10%;0.0906666666666667;1.8;1.1;0.8;62%;2;0;0;7;0.2;11.05;0.3;89%;58.6;0.9;2.8;6.4;9.5;2.2;23;5.9;1.6;28;5.1;57;20;16.7;7.4;2.2;2.0;13.3;85;89;2;0.4;0.7;0.1;26;0;0;13.0;18.3;No recurring injuries;Low;2.9;23;0.0;0;0;0;0;0;0;0;0;0;0;1.6;0.8
Jupiler Pro League;Dender EH;David Toševski;ST (C);AM (C);AM (C), ST (C);25;"6'2""";£2K - £2.8K p/w;£1.2M - £2.7M;Reasonable;Very Strong;6.73;0;2229;6;371.5;0.2;6.21;6.21;-0.21;0.3;10%;0.107068965517241;2.3;0.8;0.7;36%;1;1;100;4;0.2;1.2;0.0;91%;25.1;0.1;0.9;0.8;0.4;0.0;10;0.4;0.0;10;0.3;25;11;16.7;2.3;0.2;0.7;1.3;57;7;0;0.2;0.2;0.0;22;1;0;10.1;5.5;No recurring injuries;Below Average;8.1;30;0.1;0;0;0;0;0;0;0;0;0;0;1.1;1.3
Second Division;Alavés;Sambou Soumano;ST (C);AM (LC);AM (LC), ST (C);26;"6'0""";£6K - £6.75K p/w;£190K - £7.4M;Weak;Very Strong;6.78;0;1669;6;278.166666666667;0.3;4.79;4.79;1.21;0.3;10%;0.0785245901639344;3.3;1.6;1.3;48%;0;1;100;0;0.0;1.88;0.1;89%;28.0;0.2;1.0;0.6;0.3;0.1;40;0.3;0.1;40;1.1;26;15;19.4;2.3;0.2;1.0;1.7;100;3;0;0.2;0.3;0.0;19;0;0;10.4;5.9;No recurring injuries;Below Average;7.8;17;0.1;0;0;0;0;0;0;0;0;0;0;1.0;0.8
Bundesliga;FC St. Pauli;Taichi Hara;ST (C);AM (RL);AM (RL), ST (C);27;"6'3""";£22K - £31K p/w;£600K - £5.8M;Strong;Very Strong;6.70;1;1998;6;333;0.3;8.04;7.23;-2.04;0.4;9%;0.118235294117647;3.1;1.4;1.2;46%;3;3;67;0;0.0;1.2;0.1;89%;28.9;0.1;0.9;0.9;0.2;0.0;0;0.2;0.0;0;0.5;54;18;21.1;1.5;0.1;0.7;1.5;60;5;0;0.2;0.1;0.0;20;0;0;10.1;5.2;No recurring injuries;Below Average;6.6;39;0.1;0;0;0;0;0;0;0;0;0;0;0.7;1.4
Premier League;Wolves;Mateus Mané;AM (R), ST (C);;AM (RLC), ST (C);19;"5'9""";£1.2K - £1.6K p/w;£13.5M - £22M;Strong;Very Strong;6.54;0;2776;6;462.666666666667;0.2;6.21;6.21;-0.21;0.2;12%;0.121764705882353;1.7;0.7;0.9;41%;2;0;0;4;0.1;2.46;0.1;87%;33.1;0.2;1.1;1.8;1.7;0.2;13;1.3;0.2;13;0.7;19;11;7.8;3.4;0.4;1.2;3.3;50;24;1;0.2;0.2;0.0;25;1;0;11.9;9.7;No recurring injuries;Below Average;4.2;15;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.8
Bundesliga;Sport-Club Freiburg;Yuito Suzuki;AM (C);ST (C);AM (C), ST (C);25;"5'9""";£45.5K - £62K p/w;£9.6M - £16M;Strong;Very Strong;6.91;1;2308;6;384.666666666667;0.2;3.76;3.76;2.24;0.1;22%;0.139259259259259;1.1;0.5;0.4;52%;1;0;0;4;0.2;2.99;0.1;88%;44.8;0.2;1.6;2.4;1.1;0.4;37;0.9;0.4;41;1.2;11;10;17.4;9.5;0.4;1.4;5.9;73;15;0;0.2;0.2;0.0;17;0;0;11.9;9.8;No recurring injuries;Above Average;2.3;19;0.0;0;0;0;0;0;0;0;0;0;0;1.1;1.1
Jupiler Pro League;KV Mechelen;Thibo Baeten;ST (C);AM (C);AM (C), ST (C);24;"6'1""";£3.4K - £4.9K p/w;£45K - £475K;Very Strong;Weak;6.80;1;1262;6;210.333333333333;0.4;4.22;4.22;1.78;0.3;18%;0.127878787878788;2.4;1.1;0.6;45%;1;0;0;1;0.1;0.99;0.1;89%;26.0;0.1;1.2;1.0;0.6;0.4;62;0.6;0.4;63;0.2;24;2;21.6;2.1;0.1;0.4;1.9;100;2;0;0.0;0.1;0.0;7;0;0;10.1;5.3;No recurring injuries;Below Average;8.7;34;0.1;0;0;0;0;0;0;0;0;0;0;0.9;1.6
Serie BKT;Venezia;Jan Mlakar;AM (L);M (L);M/AM (L), ST (C);28;"6'0""";£24.5K - £35K p/w;£550K - £5.6M;Fairly Strong;Very Strong;7.40;1;2095;6;349.166666666667;0.3;10.51;10.51;-4.51;0.5;8%;0.140133333333333;3.2;1.8;0.0;56%;0;0;0;7;0.3;1.56;0.1;61%;21.5;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;28;0;0.0;0.0;1.1;0.0;0.0;81;31;0;0.0;0.0;0.0;20;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Serie A;Sassuolo;Armand Laurienté;AM (L);;AM (RL);28;"5'9""";£36.5K - £42.5K p/w;£10.5M;Reasonable;Very Strong;7.12;2;1800;6;300;0.3;4.34;4.34;1.66;0.2;17%;0.124;1.8;0.8;0.4;43%;0;0;0;1;0.1;2.45;0.1;88%;51.8;0.2;1.3;3.5;4.9;1.1;21;2.0;0.6;30;3.6;40;10;12.8;3.8;1.4;1.5;8.8;82;33;1;0.3;0.3;0.0;20;0;0;10.9;14.1;No recurring injuries;Very Low;2.4;6;0.0;0;0;0;0;0;0;0;0;0;0;1.3;1.5
Eredivisie;AZ;Mexx Meerdink;ST (C);;ST (C);23;"6'0""";£3.2K - £4.7K p/w;£6.4M - £7.8M;Very Strong;Reasonable;6.91;2;1107;6;184.5;0.5;6.69;6.69;-0.69;0.5;12%;0.1338;4.1;2.0;1.4;48%;0;2;100;1;0.1;1.02;0.1;89%;30.7;0.3;0.9;0.6;0.4;0.2;60;0.4;0.2;60;0.5;8;7;16.2;1.8;0.1;0.5;1.5;25;4;0;0.1;0.1;0.0;10;0;0;10.4;6.3;No recurring injuries;Above Average;7.5;34;0.1;0;0;0;0;0;0;0;0;0;0;1.6;0.6
Bundesliga 2;Rot-Weiss Essen;Chris Bedia;ST (C);;ST (C);31;"6'3""";£14.5K - £19.25K p/w;Not for Sale;Very Strong;Reasonable;6.75;0;1646;6;274.333333333333;0.3;5.06;5.06;0.94;0.3;15%;0.123414634146341;2.2;1.2;0.8;54%;1;0;0;0;0.0;0.89;0.0;88%;25.5;0.1;1.4;1.1;0.5;0.1;22;0.5;0.1;22;0.6;39;15;17.8;1.7;0.2;0.7;1.5;38;8;0;0.2;0.1;0.0;17;0;0;10.5;6.1;No recurring injuries;Below Average;8.3;46;0.2;0;0;0;0;0;0;0;0;0;0;0.8;1.3
Premier League;Chelsea;Estêvão;AM (R);AM (L), ST (C);AM (RLC), ST (C);19;"5'9""";£67K - £76K p/w;£55M - £68M;Very Strong;Weak;7.15;4;1033;6;172.166666666667;0.5;3.78;3.78;2.22;0.3;17%;0.108;3.0;1.3;1.7;43%;2;0;0;6;0.5;3.79;0.3;86%;53.0;0.7;3.3;6.7;7.7;1.9;25;5.1;1.3;26;7.6;18;8;16.8;6.6;2.2;2.6;11.4;93;27;1;0.3;0.4;0.1;11;1;0;13.6;18.9;No recurring injuries;Below Average;2.4;19;0.0;0;0;0;0;0;0;0;0;0;0;2.4;0.8
First Division;Atlético Pamplona;Aimar;AM (C);M (L), AM (R);M (LC), AM (RLC);25;"5'10""";£33.5K - £52K p/w;£61M - £81M;Fairly Strong;Very Strong;6.95;1;2103;6;350.5;0.3;9.3;9.3;-3.3;0.4;10%;0.15;2.7;1.0;0.7;39%;1;0;0;5;0.2;8.23;0.4;89%;49.5;0.8;2.5;3.9;1.1;0.3;30;0.7;0.1;19;1.3;20;3;14.1;12.2;0.5;1.1;6.2;46;24;1;0.1;0.3;0.0;19;2;0;12.6;13.1;No recurring injuries;Average;2.5;5;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.3
Jupiler Pro League;RWDM Brussels;Pjotr Kestens;AM (L);AM (R);AM (RL);25;"5'8""";£625 - £1K p/w;£75K - £750K;Very Strong;Fairly Strong;6.97;2;2275;6;379.166666666667;0.2;4.21;4.21;1.79;0.2;16%;0.113783783783784;1.5;0.8;0.5;51%;1;1;100;4;0.2;3.48;0.1;88%;45.6;0.3;1.8;3.0;4.2;0.7;16;4.2;0.7;17;3.4;20;15;19.4;5.2;1.3;2.1;8.5;89;38;0;0.2;0.6;0.0;43;2;0;11.4;16.7;No recurring injuries;Below Average;3.7;38;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.2
Serie A;Spezia;Yann Karamoh;AM (R);AM (LC);AM (RLC), ST (C);28;"6'1""";£11K - £13K p/w;£650K - £6.6M;Reasonable;Very Strong;6.73;2;2113;6;352.166666666667;0.3;5.7;5.7;0.3;0.2;14%;0.132558139534884;1.8;0.7;0.7;40%;0;1;100;2;0.1;0.99;0.0;89%;23.9;0.1;0.9;0.8;0.5;0.2;41;0.5;0.2;42;0.8;56;14;24.3;0.8;0.3;0.6;1.5;75;8;0;0.0;0.3;0.0;17;3;0;9.7;5.0;No recurring injuries;Very Low;7.5;30;0.0;0;0;0;0;0;0;0;0;0;0;0.8;1.2
Premier League;AVS SAD;Pedro Lima;M (C);DM;DM, M/AM (C);23;"6'1""";£1.3K - £1.6K p/w;£325K - £6M;Very Strong;Weak;6.92;1;2083;6;347.166666666667;0.3;5.62;5.62;0.38;0.2;14%;0.133809523809524;1.8;1.0;0.5;52%;1;0;0;1;0.0;3.84;0.2;88%;40.1;0.4;2.0;3.1;1.5;0.2;11;1.0;0.0;5;0.9;22;6;14.8;15.0;0.7;1.1;4.9;70;23;4;0.2;0.5;0.0;18;8;0;11.8;11.2;No recurring injuries;Above Average;4.2;38;0.1;0;0;0;0;0;0;0;0;0;0;1.1;1.4
Serie A;Como;Jesús Rodríguez;AM (L);AM (R);AM (RL);21;"6'1""";£56K - £66K p/w;£79M;Fairly Strong;Very Strong;7.28;3;1779;6;296.5;0.3;3.88;3.88;2.12;0.2;16%;0.102105263157895;1.9;0.8;0.5;39%;1;0;0;7;0.4;3.34;0.2;88%;52.9;0.4;2.0;4.0;2.7;1.1;39;2.7;1.1;40;3.1;25;9;15.0;4.7;1.6;1.8;8.0;76;42;0;0.2;0.6;0.0;17;0;0;10.7;16.5;No recurring injuries;Very Low;3.6;40;0.1;0;0;0;0;0;0;0;0;0;0;1.5;1.1
Premier League;Brentford;Dango Ouattara;AM (R);AM (L), ST (C);AM (RL), ST (C);25;"5'10""";£67K - £76K p/w;£18.5M - £26M;Very Strong;Fairly Strong;6.87;3;1866;6;311;0.3;4.4;4.4;1.6;0.2;15%;0.11;1.9;0.8;1.1;43%;0;0;0;5;0.2;5.81;0.3;87%;51.4;0.7;2.0;5.6;4.8;0.9;18;4.0;0.8;20;5.5;35;8;14.8;7.8;1.5;2.5;11.7;65;48;1;0.3;0.7;0.1;15;1;0;13.7;17.4;No recurring injuries;Below Average;3.2;31;0.1;0;0;0;0;0;0;0;0;0;0;1.5;1.8
Second Division;Mallorca;Manu Morlanes;M (C);DM;DM, M/AM (C);28;"5'10""";£21.5K - £32K p/w;£4.5M - £7.2M;Fairly Strong;Very Strong;6.57;0;2321;6;386.833333333333;0.2;4.13;4.13;1.87;0.2;20%;0.137666666666667;1.2;0.3;0.3;30%;0;0;0;3;0.1;3.42;0.1;0%;0.0;0.6;0.1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;15;0;11.9;14.2;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;3;3;0;0.0;0.0;No recurring injuries;High;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;1.6;0.8
Premier League;Wolves;Saša Kalajdžić;ST (C);;ST (C);29;"6'7""";£61K - £84K p/w;£6.4M;Fairly Strong;Very Strong;6.74;1;1309;6;218.166666666667;0.4;4.98;4.98;1.02;0.3;18%;0.146470588235294;2.3;1.4;0.3;62%;0;0;0;1;0.1;0.8;0.1;87%;35.8;0.2;0.8;1.1;0.4;0.1;16;0.4;0.1;17;0.6;11;7;7.0;3.9;1.0;1.4;4.1;58;26;0;0.2;0.0;0.0;13;1;0;12.0;10.1;No recurring injuries;Very High;12.0;57;0.4;0;0;1;0;0;0;0;0;0;0;0.8;2.1
Bundesliga;RB Leipzig;Christoph Baumgartner;AM (C);AM (RL);M (C), AM (RLC);27;"5'11""";£61K - £85K p/w;£15.5M - £20M;Reasonable;Very Strong;6.77;1;2864;6;477.333333333333;0.2;6.83;6.06;-0.83;0.2;11%;0.121964285714286;1.8;0.9;0.6;52%;1;1;100;11;0.3;6.71;0.2;92%;26.7;0.6;0.9;2.1;0.7;0.2;31;0.4;0.2;46;0.1;21;4;9.9;8.9;0.1;0.4;1.2;31;13;0;0.0;0.0;0.0;10;4;0;4.7;3.3;No recurring injuries;Below Average;0.8;50;0.0;0;0;0;0;0;0;0;0;0;0;1.9;0.9
Second Division;Coruña;David Mella;AM (L);WB (L), M (R);WB (L), M/AM (RL);21;"5'6""";£13.25K - £15.25K p/w;£25M - £31M;Very Strong;Reasonable;7.06;3;2524;6;420.666666666667;0.2;5.11;5.11;0.89;0.2;12%;0.1022;1.8;0.8;0.5;46%;1;0;0;4;0.1;3.15;0.1;90%;48.0;0.1;1.8;4.3;3.5;0.7;20;3.5;0.7;21;3.0;31;12;15.8;7.8;1.5;2.2;10.6;75;55;1;0.2;0.5;0.1;24;1;0;11.1;18.0;No recurring injuries;Average;3.1;29;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.2
Premier League;Birmingham;Ísak Jóhannesson;M (C);;DM, M/AM (C);24;"5'11""";£13.25K - £18.5K p/w;£7M - £11.5M;Very Strong;Reasonable;6.70;0;2360;6;393.333333333333;0.2;5.96;5.19;0.04;0.2;11%;0.112452830188679;2.0;0.8;1.0;42%;1;1;100;3;0.1;3.15;0.1;92%;48.0;0.3;1.3;2.4;4.9;0.7;14;0.9;0.3;35;0.9;8;7;8.8;5.3;1.0;2.0;7.1;72;36;3;0.6;0.8;0.4;19;1;0;12.7;14.6;No recurring injuries;Below Average;1.2;31;0.2;0;0;0;0;0;0;0;0;0;0;1.4;2.8
Ligue 2 BKT;Red Star FC;Damien Durand;AM (L);ST (C);AM (L), ST (C);31;"5'8""";£2.6K - £3.7K p/w;Not for Sale;Weak;Very Strong;6.75;0;1298;6;216.333333333333;0.4;5.32;5.32;0.68;0.4;21%;0.183448275862069;2.0;1.0;0.3;52%;1;0;0;1;0.1;2.34;0.2;89%;26.4;0.3;0.5;0.6;8.5;1.3;15;0.6;0.3;50;1.0;36;12;21.4;1.7;0.1;0.9;1.1;100;1;0;0.4;0.2;0.0;20;0;0;9.5;4.8;No recurring injuries;Below Average;6.8;23;0.0;0;0;0;0;0;0;0;0;0;0;0.9;1.2
Bundesliga;Borussia Dortmund;Romano Schmid;AM (C);AM (RL);M (C), AM (RLC);27;"5'6""";£32.5K - £45K p/w;£10M - £12M;Reasonable;Very Strong;6.96;1;2172;6;362;0.2;4.94;4.94;1.06;0.2;11%;0.0882142857142857;2.3;0.8;0.9;36%;0;0;0;10;0.4;7.94;0.3;88%;48.7;0.4;1.8;3.2;1.2;0.2;13;1.0;0.1;13;1.6;25;8;15.5;8.4;1.0;1.5;5.2;68;34;0;0.1;0.5;0.0;16;1;0;12.4;12.6;No recurring injuries;Below Average;2.4;28;0.0;0;0;0;0;0;0;0;0;0;0;2.1;1.1
Bundesliga;1. FC Nürnberg;Piet Scobel;ST (C);;ST (C);21;"6'3""";£14.75K - £19.75K p/w;£200K - £2M;Reasonable;Very Strong;6.78;0;1122;6;187;0.5;5.79;4.21;0.21;0.5;17%;0.160833333333333;2.9;1.6;1.0;56%;2;4;75;1;0.1;0.49;0.0;84%;24.6;0.1;1.0;0.6;0.6;0.1;14;0.6;0.1;14;0.5;19;6;24.2;1.4;0.2;0.6;1.3;100;2;0;0.1;0.4;0.0;9;0;0;9.8;7.1;No recurring injuries;Average;7.9;51;0.2;0;0;0;0;0;0;0;0;0;0;1.0;1.4
Jupiler Pro League;Westerlo;Shunsuke Saito;M (L);M (R), AM (L), ST (C);M (RL), AM (LC), ST (C);21;"5'9""";£1.1K - £1.7K p/w;£50K - £500K;Fairly Strong;Very Strong;6.72;0;2774;6;462.333333333333;0.2;4.11;4.11;1.89;0.1;16%;0.108157894736842;1.2;0.5;0.3;42%;0;0;0;2;0.1;2.41;0.1;90%;41.5;0.1;1.4;2.1;1.0;0.1;12;1.0;0.1;13;0.9;11;9;16.9;8.6;0.6;1.3;4.8;66;29;0;0.3;0.3;0.0;20;0;0;11.9;10.5;No recurring injuries;Below Average;3.5;17;0.0;0;0;0;0;0;0;0;0;0;0;0.9;1.5
